name,url,rating,difficulty,language,tema,subtema
comparative health systems,https://coursera.org/learn/comparative-health-systems,4.7,beginner level,en,health, public health
data science methodology,https://coursera.org/learn/data-science-methodology,4.6,beginner level,en,data science, data analysis
valuation and financial analysis for startups capstone,https://coursera.org/learn/valuation-for-startups-project,4.7,beginner level,en,business, finance
leveraging unstructured data with cloud dataproc on google cloud platform en français,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-fr,4.7,intermediate level,en,data science, data analysis
физика как глобальный проект,https://coursera.org/learn/physics-global-project,4.7,none,ru,physical science and engineering, physics and astronomy
"enseñar, aprender y evaluar en escuelas rurales",https://coursera.org/learn/ensenar-aprender-evaluar-escuelas-rurales,4.2,beginner level,es,social sciences, education
"corporate & commercial law ii: business forms, financing & governmental regulation",https://coursera.org/learn/corporate-commercial-law-part2,4.8,intermediate level,en,business, business essentials
epidemics,https://coursera.org/learn/hkuepidemics,4.8,beginner level,ca,health, public health
driving business towards the sustainable development goals,https://coursera.org/learn/sdgbusiness,4.9,beginner level,en,business, business essentials
introducción a la programación orientada a objetos en java,https://coursera.org/learn/introduccion-programacion-java,4.8,beginner level,es,computer science, software development
serverless machine learning with tensorflow on google cloud platform auf deutsch,https://coursera.org/learn/serverless-machine-learning-gcp-de,4.7,intermediate level,en,data science, machine learning
journey of the universe: the unfolding of life,https://coursera.org/learn/journey-of-the-universe,4.7,none,en,arts and humanities, history
paleontology: theropod dinosaurs and the origin of birds,https://coursera.org/learn/theropods-birds,4.9,none,en,health, basic science
data science at scale - capstone project,https://coursera.org/learn/datasci-capstone,4.1,none,en,data science, data analysis
fundamentals of reinforcement learning,https://coursera.org/learn/fundamentals-of-reinforcement-learning,4.8,intermediate level,en,data science, machine learning
industrial biotechnology,https://coursera.org/learn/industrial-biotech,4.6,beginner level,en,health, basic science
быстрый старт в разработке android-приложений,https://coursera.org/learn/quick-start-to-android,4.7,intermediate level,ru,computer science, mobile and web development
python for genomic data science,https://coursera.org/learn/python-genomics,4.3,none,en,data science, data analysis
creating and developing a tech startup,https://coursera.org/learn/tech-startup,4.2,none,en,business, entrepreneurship
preparing for the google cloud professional cloud architect exam em português brasileiro,https://coursera.org/learn/preparing-cloud-professional-cloud-architect-exam-br,4.7,advanced level,en,information technology, cloud computing
"programming languages, part c",https://coursera.org/learn/programming-languages-part-c,4.9,none,en,computer science, software development
introduction to philosophy,https://coursera.org/learn/philosophy,4.6,none,en,arts and humanities, philosophy
ai workflow: ai in production,https://coursera.org/learn/ibm-ai-workflow-ai-production,4.7,advanced level,en,data science, machine learning
getting started with application development 日本語版,https://coursera.org/learn/getting-started-app-development-jp,4.5,intermediate level,en,computer science, software development
introducción al mercado,https://coursera.org/learn/mercado-investigacion,4.4,none,es,business, business essentials
biases and portfolio selection,https://coursera.org/learn/biases-portfolio-selection,4.5,none,en,business, finance
brand new brand,https://coursera.org/learn/brand-new-brand,4.9,intermediate level,en,arts and humanities, music and art
bonds & stocks,https://coursera.org/learn/bonds-and-stocks,4.7,beginner level,sv,business, finance
cómo hablar bien en público,https://coursera.org/learn/hablar-bien-en-publico,4.8,beginner level,es,personal development, personal development
analysis for business systems,https://coursera.org/learn/analysis-for-business-systems,4.8,beginner level,en,information technology, data management
"application deployment, debug, performance 日本語版",https://coursera.org/learn/app-deployment-debugging-performance-jp,4.4,intermediate level,en,computer science, software development
conflict management project,https://coursera.org/learn/conflict-management-capstone-project,4.7,none,en,personal development, personal development
google cloud platform fundamentals: core infrastructure 日本語版,https://coursera.org/learn/gcp-fundamentals-jp,4.5,intermediate level,ca,information technology, cloud computing
exploring beethoven’s piano sonatas part 2,https://coursera.org/learn/exploring-beethoven-piano-sonatas-2,5,beginner level,en,arts and humanities, history
"ux research at scale: surveys, analytics, online testing",https://coursera.org/learn/ux-research-at-scale,4.3,beginner level,en,computer science, design and product
como criar um aplicativo para iphone,https://coursera.org/learn/aplicativo-para-iphone,4.7,beginner level,pt,computer science, mobile and web development
introduction to intel® distribution of openvino™ toolkit for computer vision applications,https://coursera.org/learn/intel-openvino,4.2,beginner level,en,computer science, software development
introduction to meteor.js development,https://coursera.org/learn/meteor-development,4.6,none,en,computer science, mobile and web development
